url,lang,title,h1,h2s,meta_desc,word_count,slug
https://www.jkptg.gov.my/my/korporat/profil-bahagian/bahagian-dasar-dan-konsultasi-bd-k,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Dasar dan Konsultasi (BD&K),,Bahagian Dasar dan Konsultasi (BD&K),Jabatan Ketua Pengarah Tanah & Galian Persekutuan,999,my_korporat_profil-bahagian_bahagian-dasar-dan-konsultasi-bd-k
https://www.jkptg.gov.my/my/korporat/profil-bahagian/bahagian-standard-dan-inspektorat-bsi,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Standard dan Inspektorat (BSI),,Bahagian Standard dan Inspektorat (BSI),Jabatan Ketua Pengarah Tanah & Galian Persekutuan,790,my_korporat_profil-bahagian_bahagian-standard-dan-inspektorat-bsi
https://www.jkptg.gov.my/my/korporat/profil-bahagian/bahagian-pengurusan-dan-perundangan-tanah-bppt,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Pengurusan dan Perundangan Tanah (BPPT),,Bahagian Pengurusan dan Perundangan Tanah (BPPT),Jabatan Ketua Pengarah Tanah & Galian Persekutuan,800,my_korporat_profil-bahagian_bahagian-pengurusan-dan-perundangan-tanah-bppt
https://www.jkptg.gov.my/my/korporat/profil-bahagian/bahagian-harta-tanah-persekutuan-bhtp,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Pengurusan Tanah Persekutuan (BPTP),,Bahagian Pengurusan Tanah Persekutuan (BPTP),Jabatan Ketua Pengarah Tanah & Galian Persekutuan,678,my_korporat_profil-bahagian_bahagian-harta-tanah-persekutuan-bhtp
https://www.jkptg.gov.my/my/korporat/profil-bahagian/bahagian-pengambilan-tanah-bpt,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Pengambilan Tanah & Projek Khas (BPTPK),,Bahagian Pengambilan Tanah & Projek Khas (BPTPK),Jabatan Ketua Pengarah Tanah & Galian Persekutuan,990,my_korporat_profil-bahagian_bahagian-pengambilan-tanah-bpt
https://www.jkptg.gov.my/my/korporat/profil-bahagian/bahagian-pembahagian-pusaka-bpp,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Pengurusan Pusaka (BPP),,Bahagian Pengurusan Pusaka (BPP),Jabatan Ketua Pengarah Tanah & Galian Persekutuan,823,my_korporat_profil-bahagian_bahagian-pembahagian-pusaka-bpp
https://www.jkptg.gov.my/my/korporat/profil-bahagian/bahagian-hakmilik-strata-dan-stratum-bhss,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Hakmilik Strata dan Stratum (BHSS),,Bahagian Hakmilik Strata dan Stratum (BHSS),Jabatan Ketua Pengarah Tanah & Galian Persekutuan,784,my_korporat_profil-bahagian_bahagian-hakmilik-strata-dan-stratum-bhss
https://www.jkptg.gov.my/my/korporat/profil-bahagian/bahagian-pengurusan-ict-pentadbiran-tanah-bpict-pt,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Digitalisasi dan Pentadbiran Tanah (BDPT),,Bahagian Digitalisasi dan Pentadbiran Tanah (BDPT),Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1252,my_korporat_profil-bahagian_bahagian-pengurusan-ict-pentadbiran-tanah-bpict-pt
https://www.jkptg.gov.my/my/korporat/profil-bahagian/unit-integriti,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Unit Integriti,,Unit Integriti,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,669,my_korporat_profil-bahagian_unit-integriti
https://www.jkptg.gov.my/my/korporat/profil-bahagian/unit-undang-undang,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Unit Undang-Undang,,Unit Undang-Undang,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,760,my_korporat_profil-bahagian_unit-undang-undang
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-kedah,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Kedah,,JKPTG Kedah,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1325,my_korporat_cawangan-negeri_jkptg-kedah
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-wilayah-persekutuan-kuala-lumpur,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Wilayah Persekutuan Kuala Lumpur,,JKPTG Wilayah Persekutuan Kuala Lumpur,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1223,my_korporat_cawangan-negeri_jkptg-wilayah-persekutuan-kuala-lumpur
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-selangor,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Selangor,,JKPTG Selangor,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,937,my_korporat_cawangan-negeri_jkptg-selangor
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-pulau-pinang,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Pulau Pinang,,JKPTG Pulau Pinang,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1528,my_korporat_cawangan-negeri_jkptg-pulau-pinang
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-perak,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Perak,,JKPTG Perak,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1021,my_korporat_cawangan-negeri_jkptg-perak
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-negeri-sembilan,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Negeri Sembilan,,JKPTG Negeri Sembilan,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1153,my_korporat_cawangan-negeri_jkptg-negeri-sembilan
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-perlis,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Perlis,,JKPTG Perlis,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1234,my_korporat_cawangan-negeri_jkptg-perlis
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-pahang,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Pahang,,JKPTG Pahang,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1584,my_korporat_cawangan-negeri_jkptg-pahang
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-terengganu,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Terengganu,,JKPTG Terengganu,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1138,my_korporat_cawangan-negeri_jkptg-terengganu
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-kelantan,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Kelantan,,JKPTG Kelantan,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1140,my_korporat_cawangan-negeri_jkptg-kelantan
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-melaka,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Melaka,,JKPTG Melaka,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1168,my_korporat_cawangan-negeri_jkptg-melaka
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-johor,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Johor,,JKPTG Johor,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1343,my_korporat_cawangan-negeri_jkptg-johor
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-sabah,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Sabah,,JKPTG Sabah,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1147,my_korporat_cawangan-negeri_jkptg-sabah
https://www.jkptg.gov.my/my/korporat/cawangan-negeri/jkptg-sarawak,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - JKPTG Sarawak,,JKPTG Sarawak,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,993,my_korporat_cawangan-negeri_jkptg-sarawak
https://www.jkptg.gov.my/my/panduan/permohonan/pembahagian-harta-pusaka,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pembahagian Harta Pusaka,,Pembahagian Harta Pusaka,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1110,my_panduan_permohonan_pembahagian-harta-pusaka
https://www.jkptg.gov.my/my/panduan/permohonan/pengambilan-tanah,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pengambilan Tanah,,Pengambilan Tanah,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1562,my_panduan_permohonan_pengambilan-tanah
https://www.jkptg.gov.my/my/panduan/permohonan/pengambilan-tanah/sop,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - SOP,,SOP Pengambilan Tanah,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,710,my_panduan_permohonan_pengambilan-tanah_sop
https://www.jkptg.gov.my/my/panduan/permohonan/pengambilan-tanah/carta-alir,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Carta Alir,,Infografik Carta Alir Prosedur Operasi Standard Bagi Permohonan Pengambilan Tanah Untuk Maksud Awam,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,729,my_panduan_permohonan_pengambilan-tanah_carta-alir
https://www.jkptg.gov.my/my/panduan/permohonan/penyerahan-balik-pelepasan-tanah,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Penyerahan Balik & Pelepasan Tanah,,Penyerahan Balik Dan Pelepasan Tanah,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1027,my_panduan_permohonan_penyerahan-balik-pelepasan-tanah
https://www.jkptg.gov.my/my/panduan/permohonan/lesen-pasir,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Lesen Pasir,,Lesen Pasir,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1446,my_panduan_permohonan_lesen-pasir
https://www.jkptg.gov.my/my/panduan/permohonan/pajakan-tanah-persekutuan,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pajakan Tanah Persekutuan,,Pajakan Tanah Persekutuan,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,681,my_panduan_permohonan_pajakan-tanah-persekutuan
https://www.jkptg.gov.my/my/panduan/permohonan/permohonan-penyewaan-tanah-persekutuan,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Permohonan Penyewaan Tanah Persekutuan,,Permohonan Penyewaan Tanah Persekutuan,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,985,my_panduan_permohonan_permohonan-penyewaan-tanah-persekutuan
https://www.jkptg.gov.my/my/panduan/senarai-semak/senarai-semak-permohonan-pengambilan-tanah,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Senarai Semak Permohonan Pengambilan Tanah,,Senarai Semak Permohonan Pengambilan Tanah,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,749,my_panduan_senarai-semak_senarai-semak-permohonan-pengambilan-tanah
https://www.jkptg.gov.my/my/panduan/senarai-semak/senarai-semak-pajakan-kecil,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Senarai Semak Pajakan Kecil,,Senarai Semak Pajakan Kecil,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1080,my_panduan_senarai-semak_senarai-semak-pajakan-kecil
https://www.jkptg.gov.my/my/panduan/senarai-pekeliling/pekeliling-terbuka,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pekeliling Terbuka,,Pekeliling KPTG Bilangan 6 Tahun 2024 | Pekeliling KPTG Bilangan 5 Tahun 2024 | Pekeliling KPTG Bilangan 4 Tahun 2024 | Pekeliling KPTG Bilangan 3 Tahun 2024 | Pekeliling KPTG Bilangan 2 Tahun 2024 | Pekeliling KPTG Bilangan 1 Tahun 2024 | Pekeliling KPTG Bilangan 7 Tahun 2023 | Pekeliling KPTG Bilangan 6 Tahun 2023 | Pekeliling KPTG Bilangan 5 Tahun 2023 | Pekeliling KPTG Bilangan 4 Tahun 2023 | Pekeliling KPTG Bilangan 3 Tahun 2023 | Pekeliling KPTG Bilangan 2 Tahun 2023 | Pekeliling KPTG Bilangan 1 Tahun 2023 | Pekeliling KPTG Bilangan 21 Tahun 2022 | Pekeliling KPTG Bilangan 20 Tahun 2022,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1785,my_panduan_senarai-pekeliling_pekeliling-terbuka
https://www.jkptg.gov.my/my/panduan/peperiksaan,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Peperiksaan,,Peperiksaan,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,747,my_panduan_peperiksaan
https://www.jkptg.gov.my/my/panduan/tabung-khas-hakmilik-strata,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Tabung Khas Hakmilik Strata,,Tabung Khas Hakmilik Strata,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1308,my_panduan_tabung-khas-hakmilik-strata
https://www.jkptg.gov.my/my/panduan/senarai-undang-undang/kanun-tanah-negara,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Kanun Tanah Negara,,Kanun Tanah Negara,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,846,my_panduan_senarai-undang-undang_kanun-tanah-negara
https://www.jkptg.gov.my/my/panduan/senarai-undang-undang/akta-enakmen/enakmen-rizab-melayu,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Enakmen Rizab Melayu,,Enakmen Rizab Melayu,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1156,my_panduan_senarai-undang-undang_akta-enakmen_enakmen-rizab-melayu
https://www.jkptg.gov.my/my/panduan/senarai-undang-undang/akta-enakmen/akta-pemuliharaan-tanah,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Akta Pemuliharaan Tanah,,Akta Pemuliharaan Tanah,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1075,my_panduan_senarai-undang-undang_akta-enakmen_akta-pemuliharaan-tanah
https://www.jkptg.gov.my/my/panduan/senarai-undang-undang/akta-enakmen/akta-harta-pusaka-kecil-pembahagian-1955,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Akta Harta Pusaka Kecil (Pembahagian) 1955,,Akta Harta Pusaka Kecil (Pembahagian) 1955,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,803,my_panduan_senarai-undang-undang_akta-enakmen_akta-harta-pusaka-kecil-pembahagian-1955
https://www.jkptg.gov.my/my/panduan/senarai-undang-undang/akta-enakmen/akta-pelantar-benua,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Akta Pelantar Benua,,"Akta Pelantar Benua, 1966",Jabatan Ketua Pengarah Tanah & Galian Persekutuan,977,my_panduan_senarai-undang-undang_akta-enakmen_akta-pelantar-benua
https://www.jkptg.gov.my/my/panduan/senarai-undang-undang/akta-enakmen/akta-hakmilik-strata-1985,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Akta Hakmilik Strata 1985,,Akta Hakmilik Strata 1985,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,781,my_panduan_senarai-undang-undang_akta-enakmen_akta-hakmilik-strata-1985
https://www.jkptg.gov.my/my/panduan/senarai-undang-undang/akta-tanah-kawasan-penempatan-berkelompok-1960,ms-MY,"Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Akta Tanah (Kawasan Penempatan Berkelompok), 1960",,"Akta Tanah (Kawasan Penempatan Berkelompok),1960",Jabatan Ketua Pengarah Tanah & Galian Persekutuan,792,my_panduan_senarai-undang-undang_akta-tanah-kawasan-penempatan-berkelompok-1960
https://www.jkptg.gov.my/my/bahagian-penguatkuasaan-dan-hasil-persekutuan,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Penguatkuasaan Dan Hasil Persekutuan - Bahagian Penguatkuasaan Dan Hasil Persekutuan,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,714,my_bahagian-penguatkuasaan-dan-hasil-persekutuan
https://www.jkptg.gov.my/my/bahagian-pengambilan-tanah,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Bahagian Pengambilan Tanah - Bahagian Pengambilan Tanah,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,746,my_bahagian-pengambilan-tanah
https://www.jkptg.gov.my/my/pembahagian-pusaka-kecil,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pembahagian Pusaka Kecil - Pembahagian Pusaka Kecil,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,692,my_pembahagian-pusaka-kecil
https://www.jkptg.gov.my/my/umum/category/15,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Khidmat Pengurusan - Khidmat Pengurusan,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,703,my_umum_category_15
https://www.jkptg.gov.my/my/sumber/galeri/audio,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Audio,,Audio,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,680,my_sumber_galeri_audio
https://www.jkptg.gov.my/my/sumber/galeri/gambar,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Gambar,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,776,my_sumber_galeri_gambar
https://www.jkptg.gov.my/my/sumber/pelan-strategik-pendigitalan-psp-jkptg-2022-2026,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pelan Strategik Pendigitalan (PSP) JKPTG 2022-2026,,Pelan Strategik Pendigitalan (PSP) JKPTG 2022-2026,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,694,my_sumber_pelan-strategik-pendigitalan-psp-jkptg-2022-2026
https://www.jkptg.gov.my/my/sumber/pelan-strategik-jkptg-2022-2026,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pelan Strategik JKPTG 2026-2030,,Pelan Strategik JKPTG 2026-2030,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,686,my_sumber_pelan-strategik-jkptg-2022-2026
https://www.jkptg.gov.my/my/sumber/data-terbuka-kerajaan,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Data Terbuka Kerajaan,,Data Terbuka Kerajaan,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1053,my_sumber_data-terbuka-kerajaan
https://www.jkptg.gov.my/my/sumber/pembentangan-kertas-kerja,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pembentangan Kertas Kerja - Pembentangan Kertas Kerja,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,740,my_sumber_pembentangan-kertas-kerja
https://www.jkptg.gov.my/my/sumber/teach-in-jkptg,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Teach In JKPTG - Teach In JKPTG,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,761,my_sumber_teach-in-jkptg
https://www.jkptg.gov.my/my/sumber/infografik,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Infografik - Infografik,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,892,my_sumber_infografik
https://www.jkptg.gov.my/my/sumber/arkib/arkib-keratan-akhbar,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Keratan Akhbar,,Arkib Keratan Akhbar,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1034,my_sumber_arkib_arkib-keratan-akhbar
https://www.jkptg.gov.my/my/sumber/arkib/arkib-pengumuman,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Pengumuman,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,847,my_sumber_arkib_arkib-pengumuman
https://www.jkptg.gov.my/my/sumber/arkib/arkib-berita,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Berita,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,829,my_sumber_arkib_arkib-berita
https://www.jkptg.gov.my/my/sumber/arkib/arkib-sebut-harga-tender,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Sebut Harga / Tender,,"QT260000000002187 
 Aktif | QT260000000011426 
 Aktif | QT260000000011762 
 Aktif | QT260000000004435 
 Aktif | QT260000000002259 
 Aktif | QT250000000004842 
 Aktif | QT260000000002187 / 2026 | QT250000000036262 / 2025 | QT250000000032955 /2025 | QT250000000030425 | QT250000000030439 | QT250000000033486 / 2025 | QT250000000032612 | QT250000000033078 / 2025 | QT250000000020110 / 2025",Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1508,my_sumber_arkib_arkib-sebut-harga-tender
https://www.jkptg.gov.my/my/sumber/arkib/arkib-suara-anda,ms-MY,Jabatan Ketua Pengarah Tanah & Galian Persekutuan - Suara Anda,,,Jabatan Ketua Pengarah Tanah & Galian Persekutuan,1347,my_sumber_arkib_arkib-suara-anda
